session_id,customer_id,event_time,channel,device,category,campaign,ab_variant,event_type
S0000021,C00002,2025-07-04T11:00:00,organic,mobile,sports,seo,control,visit
S0000021,C00002,2025-07-04T11:02:00,organic,mobile,sports,seo,control,product_view
S0000022,C00002,2025-07-24T17:00:00,paid_search,mobile,beauty,always_on_search,control,visit
S0000022,C00002,2025-07-24T17:02:00,paid_search,mobile,beauty,always_on_search,control,product_view
S0000022,C00002,2025-07-24T17:08:00,paid_search,mobile,beauty,always_on_search,control,add_to_cart
S0000022,C00002,2025-07-24T17:15:00,paid_search,mobile,beauty,always_on_search,control,checkout
S0000022,C00002,2025-07-24T17:20:00,paid_search,mobile,beauty,always_on_search,control,purchase
S0000023,C00002,2025-07-20T16:00:00,organic,desktop,beauty,seo,control,visit
S0000023,C00002,2025-07-20T16:02:00,organic,desktop,beauty,seo,control,product_view
S0000024,C00002,2025-07-22T19:00:00,social,mobile,food,summer_social,control,visit
S0000024,C00002,2025-07-22T19:03:00,social,mobile,food,summer_social,control,product_view
S0000024,C00002,2025-07-22T19:08:00,social,mobile,food,summer_social,control,add_to_cart
S0000025,C00002,2025-08-03T15:00:00,affiliate,mobile,electronics,partner_cashback,control,visit
S0000025,C00002,2025-08-03T15:01:00,affiliate,mobile,electronics,partner_cashback,control,product_view
S0000025,C00002,2025-08-03T15:10:00,affiliate,mobile,electronics,partner_cashback,control,add_to_cart
S0000026,C00002,2025-08-22T20:00:00,organic,mobile,beauty,seo,control,visit
S0000026,C00002,2025-08-22T20:01:00,organic,mobile,beauty,seo,control,product_view
S0000026,C00002,2025-08-22T20:08:00,organic,mobile,beauty,seo,control,add_to_cart
S0000026,C00002,2025-08-22T20:12:00,organic,mobile,beauty,seo,control,checkout
S0000027,C00002,2025-08-24T13:00:00,direct,desktop,beauty,brand_direct,control,visit
S0000027,C00002,2025-08-24T13:02:00,direct,desktop,beauty,brand_direct,control,product_view
S0000027,C00002,2025-08-24T13:04:00,direct,desktop,beauty,brand_direct,control,add_to_cart
S0000027,C00002,2025-08-24T13:09:00,direct,desktop,beauty,brand_direct,control,checkout
S0000028,C00002,2025-08-08T13:00:00,affiliate,mobile,beauty,partner_cashback,control,visit
S0000028,C00002,2025-08-08T13:02:00,affiliate,mobile,beauty,partner_cashback,control,product_view
S0000029,C00002,2025-08-05T12:00:00,email,mobile,food,crm_lifecycle,control,visit
S0000029,C00002,2025-08-05T12:01:00,email,mobile,food,crm_lifecycle,control,product_view
S0000030,C00002,2025-08-27T14:00:00,affiliate,desktop,beauty,partner_cashback,control,visit
S0000030,C00002,2025-08-27T14:04:00,affiliate,desktop,beauty,partner_cashback,control,product_view
S0000031,C00002,2025-09-01T08:00:00,organic,mobile,beauty,seo,control,visit
S0000031,C00002,2025-09-01T08:04:00,organic,mobile,beauty,seo,control,product_view
S0000032,C00002,2025-10-22T19:00:00,social,mobile,sports,summer_social,control,visit
S0000032,C00002,2025-10-22T19:02:00,social,mobile,sports,summer_social,control,product_view
S0000033,C00002,2025-11-27T16:00:00,social,mobile,beauty,summer_social,control,visit
S0000033,C00002,2025-11-27T16:02:00,social,mobile,beauty,summer_social,control,product_view
S0000033,C00002,2025-11-27T16:06:00,social,mobile,beauty,summer_social,control,add_to_cart
S0000033,C00002,2025-11-27T16:15:00,social,mobile,beauty,summer_social,control,checkout
S0000034,C00002,2025-11-17T22:00:00,email,mobile,beauty,crm_lifecycle,control,visit
S0000034,C00002,2025-11-17T22:02:00,email,mobile,beauty,crm_lifecycle,control,product_view
S0000034,C00002,2025-11-17T22:04:00,email,mobile,beauty,crm_lifecycle,control,add_to_cart
S0000035,C00003,2025-01-16T09:00:00,email,desktop,beauty,crm_lifecycle,control,visit
S0000035,C00003,2025-01-16T09:01:00,email,desktop,beauty,crm_lifecycle,control,product_view
S0000035,C00003,2025-01-16T09:08:00,email,desktop,beauty,crm_lifecycle,control,add_to_cart
S0000035,C00003,2025-01-16T09:03:00,email,desktop,beauty,crm_lifecycle,control,checkout
S0000035,C00003,2025-01-16T09:04:00,email,desktop,beauty,crm_lifecycle,control,purchase
S0000036,C00003,2025-01-23T17:00:00,paid_search,mobile,home,always_on_search,control,visit
S0000036,C00003,2025-01-23T17:04:00,paid_search,mobile,home,always_on_search,control,product_view
S0000037,C00003,2025-01-08T15:00:00,paid_search,mobile,food,always_on_search,control,visit
S0000037,C00003,2025-01-08T15:04:00,paid_search,mobile,food,always_on_search,control,product_view
S0000038,C00003,2025-01-07T11:00:00,paid_search,mobile,apparel,always_on_search,control,visit
S0000038,C00003,2025-01-07T11:05:00,paid_search,mobile,apparel,always_on_search,control,product_view
S0000039,C00003,2025-01-06T17:00:00,social,tablet,beauty,summer_social,control,visit
S0000039,C00003,2025-01-06T17:04:00,social,tablet,beauty,summer_social,control,product_view
S0000040,C00003,2025-02-13T18:00:00,affiliate,tablet,electronics,partner_cashback,control,visit
S0000040,C00003,2025-02-13T18:04:00,affiliate,tablet,electronics,partner_cashback,control,product_view
S0000041,C00003,2025-03-16T22:00:00,paid_search,mobile,sports,always_on_search,control,visit
S0000042,C00003,2025-03-17T09:00:00,email,mobile,beauty,crm_lifecycle,control,visit
S0000042,C00003,2025-03-17T09:03:00,email,mobile,beauty,crm_lifecycle,control,product_view
S0000043,C00003,2025-03-15T20:00:00,social,mobile,beauty,summer_social,control,visit
S0000043,C00003,2025-03-15T20:01:00,social,mobile,beauty,summer_social,control,product_view
S0000043,C00003,2025-03-15T20:10:00,social,mobile,beauty,summer_social,control,add_to_cart
S0000044,C00003,2025-03-16T13:00:00,affiliate,mobile,home,partner_cashback,control,visit
S0000044,C00003,2025-03-16T13:02:00,affiliate,mobile,home,partner_cashback,control,product_view
S0000045,C00003,2025-03-07T16:00:00,organic,mobile,electronics,seo,control,visit
S0000046,C00003,2025-03-12T12:00:00,social,desktop,beauty,summer_social,control,visit
S0000046,C00003,2025-03-12T12:04:00,social,desktop,beauty,summer_social,control,product_view
S0000047,C00003,2025-06-15T14:00:00,organic,tablet,beauty,seo,control,visit
S0000047,C00003,2025-06-15T14:01:00,organic,tablet,beauty,seo,control,product_view
S0000047,C00003,2025-06-15T14:10:00,organic,tablet,beauty,seo,control,add_to_cart
S0000048,C00003,2025-06-15T18:00:00,organic,desktop,beauty,seo,control,visit
S0000049,C00003,2025-07-10T10:00:00,social,mobile,apparel,summer_social,control,visit
S0000049,C00003,2025-07-10T10:02:00,social,mobile,apparel,summer_social,control,product_view
S0000050,C00003,2025-07-07T15:00:00,social,mobile,food,summer_social,control,visit
S0000051,C00003,2025-08-17T21:00:00,organic,mobile,food,seo,control,visit
S0000051,C00003,2025-08-17T21:04:00,organic,mobile,food,seo,control,product_view
S0000052,C00003,2025-08-13T10:00:00,organic,mobile,beauty,seo,control,visit
S0000053,C00003,2025-09-11T19:00:00,paid_search,mobile,beauty,always_on_search,control,visit
S0000054,C00003,2025-09-24T21:00:00,organic,mobile,beauty,seo,control,visit
S0000054,C00003,2025-09-24T21:04:00,organic,mobile,beauty,seo,control,product_view
S0000054,C00003,2025-09-24T21:10:00,organic,mobile,beauty,seo,control,add_to_cart
S0000054,C00003,2025-09-24T21:03:00,organic,mobile,beauty,seo,control,checkout
S0000055,C00003,2025-09-23T09:00:00,social,mobile,beauty,summer_social,control,visit
S0000056,C00003,2025-10-06T15:00:00,email,mobile,electronics,crm_lifecycle,control,visit
S0000056,C00003,2025-10-06T15:01:00,email,mobile,electronics,crm_lifecycle,control,product_view
S0000056,C00003,2025-10-06T15:08:00,email,mobile,electronics,crm_lifecycle,control,add_to_cart
S0000056,C00003,2025-10-06T15:03:00,email,mobile,electronics,crm_lifecycle,control,checkout
S0000056,C00003,2025-10-06T15:16:00,email,mobile,electronics,crm_lifecycle,control,purchase
S0000057,C00004,2025-03-27T16:00:00,organic,mobile,beauty,seo,treatment,visit
S0000057,C00004,2025-03-27T16:02:00,organic,mobile,beauty,seo,treatment,product_view
S0000058,C00004,2025-06-19T14:00:00,direct,mobile,beauty,brand_direct,treatment,visit
S0000059,C00004,2025-06-11T20:00:00,organic,mobile,electronics,seo,treatment,visit
S0000060,C00004,2025-06-02T18:00:00,email,desktop,beauty,crm_lifecycle,treatment,visit
S0000060,C00004,2025-06-02T18:05:00,email,desktop,beauty,crm_lifecycle,treatment,product_view
S0000061,C00004,2025-06-20T08:00:00,affiliate,mobile,beauty,partner_cashback,treatment,visit
S0000061,C00004,2025-06-20T08:04:00,affiliate,mobile,beauty,partner_cashback,treatment,product_view
S0000061,C00004,2025-06-20T08:10:00,affiliate,mobile,beauty,partner_cashback,treatment,add_to_cart
S0000061,C00004,2025-06-20T08:09:00,affiliate,mobile,beauty,partner_cashback,treatment,checkout
S0000061,C00004,2025-06-20T08:08:00,affiliate,mobile,beauty,partner_cashback,treatment,purchase
S0000062,C00004,2025-07-24T08:00:00,affiliate,mobile,beauty,partner_cashback,treatment,visit
S0000062,C00004,2025-07-24T08:04:00,affiliate,mobile,beauty,partner_cashback,treatment,product_view
S0000062,C00004,2025-07-24T08:04:00,affiliate,mobile,beauty,partner_cashback,treatment,add_to_cart
S0000063,C00004,2025-07-26T08:00:00,paid_search,desktop,electronics,always_on_search,treatment,visit
S0000063,C00004,2025-07-26T08:04:00,paid_search,desktop,electronics,always_on_search,treatment,product_view
S0000063,C00004,2025-07-26T08:08:00,paid_search,desktop,electronics,always_on_search,treatment,add_to_cart
S0000063,C00004,2025-07-26T08:09:00,paid_search,desktop,electronics,always_on_search,treatment,checkout
S0000064,C00004,2025-07-23T12:00:00,direct,desktop,beauty,brand_direct,treatment,visit
S0000065,C00004,2025-08-07T08:00:00,email,mobile,apparel,crm_lifecycle,treatment,visit
S0000065,C00004,2025-08-07T08:01:00,email,mobile,apparel,crm_lifecycle,treatment,product_view
S0000066,C00004,2025-09-20T08:00:00,affiliate,mobile,sports,partner_cashback,treatment,visit
S0000066,C00004,2025-09-20T08:01:00,affiliate,mobile,sports,partner_cashback,treatment,product_view
S0000067,C00004,2025-09-01T15:00:00,social,mobile,beauty,summer_social,treatment,visit
S0000067,C00004,2025-09-01T15:01:00,social,mobile,beauty,summer_social,treatment,product_view
S0000067,C00004,2025-09-01T15:10:00,social,mobile,beauty,summer_social,treatment,add_to_cart
S0000068,C00004,2025-09-04T19:00:00,organic,tablet,food,seo,treatment,visit
S0000068,C00004,2025-09-04T19:01:00,organic,tablet,food,seo,treatment,product_view
S0000069,C00004,2025-10-27T17:00:00,paid_search,mobile,home,always_on_search,treatment,visit
S0000069,C00004,2025-10-27T17:03:00,paid_search,mobile,home,always_on_search,treatment,product_view
S0000069,C00004,2025-10-27T17:08:00,paid_search,mobile,home,always_on_search,treatment,add_to_cart
S0000069,C00004,2025-10-27T17:06:00,paid_search,mobile,home,always_on_search,treatment,checkout
S0000070,C00004,2025-11-04T12:00:00,direct,mobile,beauty,brand_direct,treatment,visit
S0000070,C00004,2025-11-04T12:03:00,direct,mobile,beauty,brand_direct,treatment,product_view
S0000071,C00004,2025-11-07T15:00:00,paid_search,desktop,beauty,always_on_search,treatment,visit
S0000071,C00004,2025-11-07T15:01:00,paid_search,desktop,beauty,always_on_search,treatment,product_view
S0000072,C00005,2025-01-20T16:00:00,direct,mobile,sports,brand_direct,control,visit
S0000073,C00005,2025-01-03T08:00:00,organic,desktop,food,seo,control,visit
S0000074,C00005,2025-02-06T09:00:00,paid_search,desktop,apparel,always_on_search,control,visit
S0000074,C00005,2025-02-06T09:03:00,paid_search,desktop,apparel,always_on_search,control,product_view
S0000075,C00005,2025-02-07T18:00:00,direct,mobile,food,brand_direct,control,visit
S0000076,C00005,2025-03-12T08:00:00,direct,mobile,sports,brand_direct,control,visit
S0000076,C00005,2025-03-12T08:02:00,direct,mobile,sports,brand_direct,control,product_view
S0000077,C00005,2025-04-10T21:00:00,organic,tablet,food,seo,control,visit
S0000077,C00005,2025-04-10T21:05:00,organic,tablet,food,seo,control,product_view
S0000077,C00005,2025-04-10T21:08:00,organic,tablet,food,seo,control,add_to_cart
S0000078,C00005,2025-04-09T10:00:00,paid_search,mobile,electronics,always_on_search,control,visit
S0000079,C00005,2025-04-12T20:00:00,paid_search,mobile,sports,always_on_search,control,visit
S0000080,C00005,2025-05-19T16:00:00,paid_search,mobile,sports,always_on_search,control,visit
S0000080,C00005,2025-05-19T16:04:00,paid_search,mobile,sports,always_on_search,control,product_view
S0000081,C00005,2025-05-25T16:00:00,social,desktop,home,summer_social,control,visit
S0000081,C00005,2025-05-25T16:05:00,social,desktop,home,summer_social,control,product_view
S0000081,C00005,2025-05-25T16:08:00,social,desktop,home,summer_social,control,add_to_cart
S0000082,C00005,2025-05-15T17:00:00,email,mobile,sports,crm_lifecycle,control,visit
S0000082,C00005,2025-05-15T17:02:00,email,mobile,sports,crm_lifecycle,control,product_view
S0000083,C00005,2025-07-18T12:00:00,organic,desktop,home,seo,control,visit
S0000083,C00005,2025-07-18T12:03:00,organic,desktop,home,seo,control,product_view
S0000083,C00005,2025-07-18T12:06:00,organic,desktop,home,seo,control,add_to_cart
S0000083,C00005,2025-07-18T12:06:00,organic,desktop,home,seo,control,checkout
S0000083,C00005,2025-07-18T12:04:00,organic,desktop,home,seo,control,purchase
S0000084,C00005,2025-08-24T08:00:00,organic,mobile,electronics,seo,control,visit
S0000084,C00005,2025-08-24T08:04:00,organic,mobile,electronics,seo,control,product_view
S0000085,C00005,2025-08-19T13:00:00,paid_search,mobile,home,always_on_search,control,visit
S0000085,C00005,2025-08-19T13:02:00,paid_search,mobile,home,always_on_search,control,product_view
S0000085,C00005,2025-08-19T13:06:00,paid_search,mobile,home,always_on_search,control,add_to_cart
S0000085,C00005,2025-08-19T13:12:00,paid_search,mobile,home,always_on_search,control,checkout
S0000086,C00005,2025-09-07T08:00:00,email,desktop,electronics,crm_lifecycle,control,visit
S0000086,C00005,2025-09-07T08:02:00,email,desktop,electronics,crm_lifecycle,control,product_view
S0000087,C00005,2025-10-20T08:00:00,paid_search,mobile,sports,always_on_search,control,visit
S0000087,C00005,2025-10-20T08:04:00,paid_search,mobile,sports,always_on_search,control,product_view
S0000087,C00005,2025-10-20T08:08:00,paid_search,mobile,sports,always_on_search,control,add_to_cart
S0000087,C00005,2025-10-20T08:15:00,paid_search,mobile,sports,always_on_search,control,checkout
S0000088,C00005,2025-11-01T17:00:00,organic,mobile,home,seo,control,visit
S0000088,C00005,2025-11-01T17:02:00,organic,mobile,home,seo,control,product_view
S0000089,C00005,2025-11-21T11:00:00,affiliate,mobile,sports,partner_cashback,control,visit
S0000089,C00005,2025-11-21T11:03:00,affiliate,mobile,sports,partner_cashback,control,product_view
S0000089,C00005,2025-11-21T11:06:00,affiliate,mobile,sports,partner_cashback,control,add_to_cart
S0000089,C00005,2025-11-21T11:03:00,affiliate,mobile,sports,partner_cashback,control,checkout
S0000090,C00005,2025-12-05T16:00:00,organic,desktop,home,seo,control,visit
S0000090,C00005,2025-12-05T16:02:00,organic,desktop,home,seo,control,product_view
S0000090,C00005,2025-12-05T16:06:00,organic,desktop,home,seo,control,add_to_cart
S0000091,C00005,2025-12-18T19:00:00,organic,mobile,sports,seo,control,visit
S0000091,C00005,2025-12-18T19:01:00,organic,mobile,sports,seo,control,product_view
S0000092,C00005,2025-12-10T08:00:00,social,desktop,sports,summer_social,control,visit
S0000092,C00005,2025-12-10T08:03:00,social,desktop,sports,summer_social,control,product_view
S0000093,C00006,2025-05-20T10:00:00,social,desktop,electronics,summer_social,control,visit
S0000094,C00006,2025-05-11T16:00:00,organic,desktop,electronics,seo,control,visit
S0000094,C00006,2025-05-11T16:02:00,organic,desktop,electronics,seo,control,product_view
S0000095,C00006,2025-05-20T21:00:00,direct,tablet,electronics,brand_direct,control,visit
S0000095,C00006,2025-05-20T21:03:00,direct,tablet,electronics,brand_direct,control,product_view
S0000096,C00006,2025-06-09T15:00:00,paid_search,mobile,electronics,always_on_search,control,visit
S0000096,C00006,2025-06-09T15:02:00,paid_search,mobile,electronics,always_on_search,control,product_view
S0000096,C00006,2025-06-09T15:10:00,paid_search,mobile,electronics,always_on_search,control,add_to_cart
S0000097,C00006,2025-07-22T21:00:00,organic,mobile,electronics,seo,control,visit
S0000097,C00006,2025-07-22T21:03:00,organic,mobile,electronics,seo,control,product_view
S0000098,C00006,2025-09-11T16:00:00,organic,desktop,electronics,seo,control,visit
S0000098,C00006,2025-09-11T16:01:00,organic,desktop,electronics,seo,control,product_view
S0000099,C00006,2025-11-14T15:00:00,email,mobile,food,crm_lifecycle,control,visit
S0000100,C00006,2025-11-08T21:00:00,direct,mobile,sports,brand_direct,control,visit
S0000100,C00006,2025-11-08T21:05:00,direct,mobile,sports,brand_direct,control,product_view
S0000101,C00006,2025-12-17T12:00:00,direct,desktop,electronics,brand_direct,control,visit
S0000101,C00006,2025-12-17T12:04:00,direct,desktop,electronics,brand_direct,control,product_view
S0000101,C00006,2025-12-17T12:10:00,direct,desktop,electronics,brand_direct,control,add_to_cart
S0000101,C00006,2025-12-17T12:12:00,direct,desktop,electronics,brand_direct,control,checkout
S0000101,C00006,2025-12-17T12:04:00,direct,desktop,electronics,brand_direct,control,purchase
S0000102,C00007,2025-08-11T09:00:00,direct,tablet,home,brand_direct,treatment,visit
S0000103,C00007,2025-12-15T14:00:00,social,mobile,sports,summer_social,treatment,visit
S0000103,C00007,2025-12-15T14:02:00,social,mobile,sports,summer_social,treatment,product_view
S0000104,C00008,2025-06-15T15:00:00,affiliate,mobile,apparel,partner_cashback,control,visit
S0000104,C00008,2025-06-15T15:02:00,affiliate,mobile,apparel,partner_cashback,control,product_view
S0000105,C00008,2025-06-27T16:00:00,organic,desktop,food,seo,control,visit
S0000105,C00008,2025-06-27T16:02:00,organic,desktop,food,seo,control,product_view
S0000106,C00008,2025-07-01T20:00:00,paid_search,tablet,beauty,always_on_search,control,visit
S0000106,C00008,2025-07-01T20:05:00,paid_search,tablet,beauty,always_on_search,control,product_view
S0000106,C00008,2025-07-01T20:08:00,paid_search,tablet,beauty,always_on_search,control,add_to_cart
S0000106,C00008,2025-07-01T20:12:00,paid_search,tablet,beauty,always_on_search,control,checkout
S0000107,C00008,2025-07-14T12:00:00,direct,mobile,sports,brand_direct,control,visit
S0000108,C00008,2025-07-01T16:00:00,social,mobile,food,summer_social,control,visit
S0000108,C00008,2025-07-01T16:02:00,social,mobile,food,summer_social,control,product_view
S0000109,C00008,2025-07-21T13:00:00,affiliate,tablet,apparel,partner_cashback,control,visit
S0000109,C00008,2025-07-21T13:01:00,affiliate,tablet,apparel,partner_cashback,control,product_view
S0000110,C00008,2025-07-26T10:00:00,organic,mobile,sports,seo,control,visit
S0000111,C00008,2025-08-22T21:00:00,direct,desktop,electronics,brand_direct,control,visit
S0000112,C00008,2025-09-25T18:00:00,paid_search,mobile,food,always_on_search,control,visit
S0000112,C00008,2025-09-25T18:04:00,paid_search,mobile,food,always_on_search,control,product_view
S0000112,C00008,2025-09-25T18:06:00,paid_search,mobile,food,always_on_search,control,add_to_cart
S0000113,C00008,2025-09-19T16:00:00,social,desktop,home,summer_social,control,visit
S0000114,C00008,2025-10-21T18:00:00,social,desktop,food,summer_social,control,visit
S0000114,C00008,2025-10-21T18:05:00,social,desktop,food,summer_social,control,product_view
S0000115,C00008,2025-11-16T21:00:00,social,mobile,home,summer_social,control,visit
S0000116,C00008,2025-11-09T11:00:00,paid_search,desktop,home,always_on_search,control,visit
S0000116,C00008,2025-11-09T11:02:00,paid_search,desktop,home,always_on_search,control,product_view
S0000116,C00008,2025-11-09T11:10:00,paid_search,desktop,home,always_on_search,control,add_to_cart
S0000117,C00008,2025-12-07T10:00:00,organic,desktop,apparel,seo,control,visit
S0000117,C00008,2025-12-07T10:03:00,organic,desktop,apparel,seo,control,product_view
S0000118,C00008,2025-12-06T09:00:00,paid_search,desktop,food,always_on_search,control,visit
S0000119,C00009,2025-08-27T08:00:00,paid_search,mobile,home,always_on_search,treatment,visit
S0000119,C00009,2025-08-27T08:05:00,paid_search,mobile,home,always_on_search,treatment,product_view
S0000119,C00009,2025-08-27T08:04:00,paid_search,mobile,home,always_on_search,treatment,add_to_cart
S0000120,C00009,2025-08-06T20:00:00,affiliate,mobile,apparel,partner_cashback,treatment,visit
S0000121,C00009,2025-08-07T22:00:00,social,mobile,apparel,summer_social,treatment,visit
S0000122,C00009,2025-09-21T20:00:00,social,mobile,beauty,summer_social,treatment,visit
S0000122,C00009,2025-09-21T20:03:00,social,mobile,beauty,summer_social,treatment,product_view
S0000122,C00009,2025-09-21T20:02:00,social,mobile,beauty,summer_social,treatment,add_to_cart
S0000122,C00009,2025-09-21T20:03:00,social,mobile,beauty,summer_social,treatment,checkout
S0000123,C00009,2025-09-08T22:00:00,paid_search,mobile,food,always_on_search,treatment,visit
S0000123,C00009,2025-09-08T22:04:00,paid_search,mobile,food,always_on_search,treatment,product_view
S0000124,C00009,2025-09-15T17:00:00,social,mobile,home,summer_social,treatment,visit
S0000124,C00009,2025-09-15T17:03:00,social,mobile,home,summer_social,treatment,product_view
S0000124,C00009,2025-09-15T17:08:00,social,mobile,home,summer_social,treatment,add_to_cart
S0000125,C00009,2025-10-05T08:00:00,social,mobile,beauty,summer_social,treatment,visit
S0000126,C00009,2025-10-12T18:00:00,email,mobile,electronics,crm_lifecycle,treatment,visit
S0000126,C00009,2025-10-12T18:01:00,email,mobile,electronics,crm_lifecycle,treatment,product_view
S0000126,C00009,2025-10-12T18:10:00,email,mobile,electronics,crm_lifecycle,treatment,add_to_cart
S0000126,C00009,2025-10-12T18:12:00,email,mobile,electronics,crm_lifecycle,treatment,checkout
S0000127,C00009,2025-10-10T19:00:00,paid_search,mobile,electronics,always_on_search,treatment,visit
S0000127,C00009,2025-10-10T19:04:00,paid_search,mobile,electronics,always_on_search,treatment,product_view
S0000128,C00009,2025-10-09T15:00:00,paid_search,mobile,electronics,always_on_search,treatment,visit
S0000128,C00009,2025-10-09T15:03:00,paid_search,mobile,electronics,always_on_search,treatment,product_view
S0000129,C00009,2025-11-21T19:00:00,email,desktop,electronics,crm_lifecycle,treatment,visit
S0000130,C00009,2025-11-15T21:00:00,email,mobile,apparel,crm_lifecycle,treatment,visit
S0000130,C00009,2025-11-15T21:01:00,email,mobile,apparel,crm_lifecycle,treatment,product_view
S0000130,C00009,2025-11-15T21:10:00,email,mobile,apparel,crm_lifecycle,treatment,add_to_cart
S0000131,C00009,2025-11-13T08:00:00,email,mobile,home,crm_lifecycle,treatment,visit
S0000131,C00009,2025-11-13T08:02:00,email,mobile,home,crm_lifecycle,treatment,product_view
S0000131,C00009,2025-11-13T08:04:00,email,mobile,home,crm_lifecycle,treatment,add_to_cart
S0000131,C00009,2025-11-13T08:12:00,email,mobile,home,crm_lifecycle,treatment,checkout
S0000131,C00009,2025-11-13T08:16:00,email,mobile,home,crm_lifecycle,treatment,purchase
S0000132,C00009,2025-12-25T17:00:00,email,tablet,apparel,crm_lifecycle,treatment,visit
S0000132,C00009,2025-12-25T17:02:00,email,tablet,apparel,crm_lifecycle,treatment,product_view
S0000132,C00009,2025-12-25T17:08:00,email,tablet,apparel,crm_lifecycle,treatment,add_to_cart
S0000133,C00009,2025-12-19T08:00:00,organic,desktop,beauty,seo,treatment,visit
S0000133,C00009,2025-12-19T08:02:00,organic,desktop,beauty,seo,treatment,product_view
S0000133,C00009,2025-12-19T08:02:00,organic,desktop,beauty,seo,treatment,add_to_cart
S0000134,C00010,2025-05-11T19:00:00,paid_search,mobile,sports,always_on_search,treatment,visit
S0000134,C00010,2025-05-11T19:01:00,paid_search,mobile,sports,always_on_search,treatment,product_view
S0000135,C00010,2025-05-09T21:00:00,affiliate,desktop,electronics,partner_cashback,treatment,visit
S0000136,C00010,2025-06-08T12:00:00,social,mobile,electronics,summer_social,treatment,visit
S0000136,C00010,2025-06-08T12:01:00,social,mobile,electronics,summer_social,treatment,product_view
