customer_id,recency_days,frequency,monetary,gross_margin,coupon_spend,return_rate,r_score,f_score,m_score,rfm_score,segment
C00521,23,6,1074.83,272.71,194.48,0.0,5,5,5,15,Champions
C03367,9,3,1066.43,432.9,56.129999999999995,0.0,5,5,5,15,Champions
C03376,9,3,1064.57,426.12,64.00999999999999,0.0,5,5,5,15,Champions
C03377,18,3,1046.47,415.52,97.22,0.0,5,5,5,15,Champions
C02338,8,4,1040.13,404.85,96.61,0.0,5,5,5,15,Champions
C03392,22,4,1033.74,405.18,58.81,0.0,5,5,5,15,Champions
C01487,17,4,1014.38,394.03000000000003,53.4,0.0,5,5,5,15,Champions
C00279,6,4,1004.09,328.43,137.09,0.25,5,5,5,15,Champions
C00778,19,4,975.0699999999999,253.77,233.16000000000003,0.0,5,5,5,15,Champions
C00399,16,4,926.4200000000001,242.64999999999998,210.29000000000002,0.0,5,5,5,15,Champions
C02868,10,4,897.7,345.04,83.39,0.0,5,5,5,15,Champions
C02758,15,4,891.4000000000001,348.39,46.93,0.0,5,5,5,15,Champions
C03181,3,4,889.73,229.03,213.76999999999998,0.0,5,5,5,15,Champions
C01645,12,4,886.38,346.28,87.24,0.0,5,5,5,15,Champions
C01437,4,5,881.12,271.40999999999997,80.23,0.2,5,5,5,15,Champions
C02654,22,3,852.86,277.5,74.16,0.0,5,5,5,15,Champions
C02480,21,3,838.64,269.52,80.4,0.0,5,5,5,15,Champions
C03193,7,3,833.69,329.15,43.88,0.0,5,5,5,15,Champions
C00327,22,4,825.85,257.03999999999996,107.31,0.0,5,5,5,15,Champions
C00983,13,4,819.17,205.56,185.95,0.0,5,5,5,15,Champions
C02516,7,4,800.08,254.04,103.96,0.0,5,5,5,15,Champions
C02740,20,5,781.0699999999999,192.51,180.42000000000002,0.0,5,5,5,15,Champions
C00215,52,12,4490.18,1807.8899999999999,430.0,0.0,4,5,5,14,Champions
C03554,24,14,4422.96,1757.6399999999999,431.48,0.0,4,5,5,14,Champions
C02482,24,9,3847.33,1552.86,357.40999999999997,0.1111111111111111,4,5,5,14,Champions
C01018,24,10,3569.25,1428.0900000000001,187.85999999999999,0.0,4,5,5,14,Champions
C00905,45,10,3428.76,1366.08,186.45999999999998,0.1,4,5,5,14,Champions
C02678,35,9,3087.79,1236.88,162.51,0.1111111111111111,4,5,5,14,Champions
C02156,49,8,3056.41,1228.69,283.93,0.125,4,5,5,14,Champions
C02114,50,9,2961.11,1180.67,281.36,0.0,4,5,5,14,Champions
C03473,52,9,2891.64,1151.48,152.20000000000002,0.0,4,5,5,14,Champions
C02237,42,8,2829.46,1136.38,148.92,0.0,4,5,5,14,Champions
C03359,46,6,2740.52,1106.02,148.78,0.0,4,5,5,14,Champions
C03124,44,7,2648.17,1065.22,246.01,0.0,4,5,5,14,Champions
C00702,33,8,2637.2,1043.63,245.0,0.0,4,5,5,14,Champions
C01100,24,8,2512.17,1006.13,243.93,0.0,4,5,5,14,Champions
C02591,35,7,2441.11,978.28,128.47,0.0,4,5,5,14,Champions
C03290,27,8,2409.05,956.8,126.8,0.0,4,5,5,14,Champions
C02140,24,8,2391.34,943.37,125.85,0.0,4,5,5,14,Champions
C00866,38,6,2334.4300000000003,941.46,122.85000000000001,0.0,4,5,5,14,Champions
C00911,50,7,2290.75,918.12,120.57,0.0,4,5,5,14,Champions
C02352,42,8,2251.83,884.75,218.34,0.0,4,5,5,14,Champions
C01199,40,8,2249.91,889.97,229.03,0.0,4,5,5,14,Champions
C02897,27,7,2248.52,894.39,221.69,0.0,4,5,5,14,Champions
C03509,43,5,2186.06,884.14,203.07999999999998,0.0,4,5,5,14,Champions
C01071,36,6,2114.75,843.2,117.68,0.0,4,5,5,14,Champions
C02026,41,6,2100.73,840.31,119.28,0.0,4,5,5,14,Champions
C00248,43,6,2064.11,824.9200000000001,108.64,0.0,4,5,5,14,Champions
C01561,41,5,2039.98,822.79,189.5,0.0,4,5,5,14,Champions
C02768,43,6,2028.6,813.01,188.44,0.0,4,5,5,14,Champions
C01768,53,6,2010.91,805.58,186.8,0.16666666666666666,4,5,5,14,Champions
C02171,34,7,1973.49,775.86,187.98,0.0,4,5,5,14,Champions
C01421,38,5,1933.79,778.2,101.77,0.2,4,5,5,14,Champions
C01368,40,6,1881.3300000000002,751.16,183.19,0.0,4,5,5,14,Champions
C00544,42,5,1853.3500000000001,744.4100000000001,97.53999999999999,0.0,4,5,5,14,Champions
C01085,33,6,1852.43,739.02,172.09,0.0,4,5,5,14,Champions
C01108,37,5,1831.17,729.08,170.1,0.0,4,5,5,14,Champions
C01704,27,6,1784.63,710.54,108.6,0.0,4,5,5,14,Champions
C01420,31,7,1770.99,693.81,164.51,0.0,4,5,5,14,Champions
C01195,37,5,1763.39,709.61,172.29,0.0,4,5,5,14,Champions
C03418,23,6,1740.9099999999999,689.18,91.62,0.0,4,5,5,14,Champions
C00587,44,5,1735.9099999999999,692.09,161.26,0.0,4,5,5,14,Champions
C01497,51,6,1731.72,688.32,95.77000000000001,0.0,4,5,5,14,Champions
C00168,45,5,1680.8,671.9300000000001,88.45,0.0,4,5,5,14,Champions
C01728,27,5,1672.44,671.4200000000001,155.36,0.0,4,5,5,14,Champions
C02780,31,5,1617.81,648.48,90.4,0.0,4,5,5,14,Champions
C02805,44,5,1614.89,641.25,85.0,0.0,4,5,5,14,Champions
C01965,45,5,1571.65,623.1,146.0,0.0,4,5,5,14,Champions
C01495,37,4,1563.3,627.5799999999999,88.11,0.0,4,5,5,14,Champions
C00149,27,5,1514.35,602.03,84.94,0.0,4,5,5,14,Champions
C00490,36,5,1512.31,601.1800000000001,140.49,0.0,4,5,5,14,Champions
C02164,24,5,1510.8600000000001,597.56,140.35,0.0,4,5,5,14,Champions
C02750,49,4,1492.36,597.8,91.81,0.0,4,5,5,14,Champions
C01002,33,5,1481.87,582.38,78.00999999999999,0.0,4,5,5,14,Champions
C02904,25,5,1457.76,572.27,135.42000000000002,0.0,4,5,5,14,Champions
C01918,32,5,1433.76,562.1800000000001,133.19,0.0,4,5,5,14,Champions
C00838,24,4,1394.4,556.65,73.39,0.0,4,5,5,14,Champions
C03149,40,5,1376.4099999999999,450.75,191.17,0.0,4,5,5,14,Champions
C00691,2,3,1372.47,558.4300000000001,72.24,0.0,5,4,5,14,Champions
C03446,24,5,1349.74,529.88,130.75,0.0,4,5,5,14,Champions
C00720,26,4,1346.88,533.69,79.45,0.0,4,5,5,14,Champions
C01745,14,3,1306.28,530.64,68.75,0.0,5,4,5,14,Champions
C01725,55,5,1304.23,510.78,72.65,0.0,4,5,5,14,Champions
C02027,25,4,1287.2,508.62,119.59,0.0,4,5,5,14,Champions
C03334,49,3,1259.88,511.15,125.9,0.6666666666666666,4,5,5,14,Champions
C00644,6,3,1238.1,496.01,65.16,0.0,5,4,5,14,Champions
C01892,9,3,1218.85,487.92,113.22,0.0,5,4,5,14,Champions
C02439,51,4,1200.7,475.3,119.82,0.0,4,5,5,14,Champions
C02222,5,3,1164.26,468.0,108.15,0.0,5,4,5,14,Champions
C02550,52,3,1162.42,473.21000000000004,61.18,0.0,4,5,5,14,Champions
C03530,23,4,1159.88,376.96,156.92000000000002,0.0,4,5,5,14,Champions
C02420,33,4,1159.22,376.72,164.28,0.25,4,5,5,14,Champions
C02054,51,5,1156.25,364.69,158.53,0.0,4,5,5,14,Champions
C02511,26,3,1151.87,465.78999999999996,60.629999999999995,0.0,4,5,5,14,Champions
C00278,27,4,1144.1799999999998,454.55,65.45,0.0,4,5,5,14,Champions
C03246,52,4,1139.62,449.64,105.87,0.0,4,5,5,14,Champions
C01644,11,3,1138.26,457.07,105.74000000000001,0.0,5,4,5,14,Champions
C01963,14,3,1132.7099999999998,454.75,105.22,0.0,5,4,5,14,Champions
C02255,36,4,1120.04,444.41999999999996,58.95,0.0,4,5,5,14,Champions
C01181,34,4,1094.76,433.81,57.61,0.0,4,5,5,14,Champions
C02433,45,3,1094.2,438.57,119.77000000000001,0.0,4,5,5,14,Champions
C03214,37,4,1089.3899999999999,355.28000000000003,141.56,0.0,4,5,5,14,Champions
C00422,43,4,1078.21,351.37,140.1,0.0,4,5,5,14,Champions
C01844,2,3,1059.67,421.06,98.44,0.0,5,4,5,14,Champions
C02509,37,3,1025.32,406.63,53.96,0.0,4,5,5,14,Champions
C02152,18,3,1023.56,405.9,53.879999999999995,0.0,5,4,5,14,Champions
C02327,48,4,1023.31,397.79,95.07,0.0,4,5,5,14,Champions
C03165,23,2,1011.88,411.99,53.26,0.0,5,4,5,14,Champions
C00700,12,3,1007.81,271.27,177.85,0.0,5,4,5,14,Champions
C02215,6,3,995.62,397.16999999999996,52.41,0.0,5,4,5,14,Champions
C00357,50,4,986.08,322.13,134.26999999999998,0.0,4,5,5,14,Champions
C00196,40,5,983.55,307.24,85.52,0.2,4,5,5,14,Champions
C01602,3,3,962.1300000000001,380.1,50.64,0.0,5,4,5,14,Champions
C00967,27,4,960.6899999999999,316.24,131.07999999999998,0.0,4,5,5,14,Champions
C02871,32,3,958.1,311.33,91.06,0.0,4,5,5,14,Champions
C03231,23,3,946.3699999999999,307.23,122.97999999999999,0.0,4,5,5,14,Champions
C01855,18,3,930.03,366.61,86.39,0.0,5,4,5,14,Champions
C01522,10,3,920.81,368.74,85.54,0.0,5,4,5,14,Champions
C01276,50,4,920.25,234.88,162.39999999999998,0.0,4,5,5,14,Champions
C02425,55,3,916.92,367.1,48.260000000000005,0.3333333333333333,4,5,5,14,Champions
C01973,2,3,913.06,359.49,48.06,0.0,5,4,5,14,Champions
C00096,24,6,912.34,222.57,160.99,0.16666666666666666,4,5,5,14,Champions
C02262,23,3,892.3399999999999,350.79,51.79,0.0,5,4,5,14,Champions
C02990,4,2,866.61,350.97,80.5,0.0,5,4,5,14,Champions
C01627,14,3,860.4300000000001,343.38,79.93,0.0,5,4,5,14,Champions
C02700,42,3,855.5999999999999,341.34999999999997,79.47999999999999,0.0,4,5,5,14,Champions
C03432,40,3,851.46,336.61,44.81,0.0,4,5,5,14,Champions
C00725,32,5,846.38,208.45,198.02,0.2,4,5,5,14,Champions
C01511,2,3,844.33,330.62,44.44,0.0,5,4,5,14,Champions
C02329,7,3,843.97,330.46000000000004,51.28,0.0,5,4,5,14,Champions
C02757,16,2,817.8699999999999,273.26,71.12,0.0,5,4,5,14,Champions
C02828,27,4,807.85,205.28,149.68,0.0,4,5,5,14,Champions
C01190,4,3,802.74,259.95,104.32,0.0,5,4,5,14,Champions
C02877,37,4,801.55,257.54,69.7,0.25,4,5,5,14,Champions
C01940,14,2,798.03,215.43,181.14,0.0,5,4,5,14,Champions
C01197,7,3,797.6600000000001,258.18,107.99000000000001,0.3333333333333333,5,4,5,14,Champions
C00085,1,3,780.7,303.9,41.089999999999996,0.0,5,4,5,14,Champions
C02557,22,3,774.5600000000001,307.32,71.96000000000001,0.0,5,5,4,14,Champions
C03106,9,5,772.01,242.21,102.89,0.0,5,5,4,14,Champions
C03544,11,5,765.63,185.03,173.79,0.0,5,5,4,14,Champions
C00991,21,4,751.84,234.15,65.38,0.0,5,5,4,14,Champions
C01150,19,4,716.23,178.71,126.39,0.0,5,5,4,14,Champions
C03383,18,3,711.98,231.19,61.92,0.0,5,5,4,14,Champions
C01612,22,4,683.22,169.14,155.09,0.25,5,5,4,14,Champions
C00601,13,4,677.98,170.6,119.63999999999999,0.0,5,5,4,14,Champions
C02806,15,3,669.07,210.18,58.18,0.0,5,5,4,14,Champions
C02452,5,4,668.96,167.99,158.89,0.5,5,5,4,14,Champions
C03017,16,3,625.23,200.82999999999998,93.22999999999999,0.0,5,5,4,14,Champions
C01869,17,4,606.73,183.36,52.76,0.0,5,5,4,14,Champions
C03595,12,3,583.22,180.13,75.79,0.0,5,5,4,14,Champions
C02646,3,3,563.19,176.12,73.18,0.3333333333333333,5,5,4,14,Champions
C01569,10,4,559.21,133.16,131.28,0.0,5,5,4,14,Champions
C01372,12,4,546.81,129.57999999999998,96.49000000000001,0.0,5,5,4,14,Champions
C03466,4,3,509.88,157.46,66.25,0.0,5,5,4,14,Champions
C03065,8,3,484.67999999999995,148.64,42.14,0.0,5,5,4,14,Champions
C00901,4,4,427.12,91.86,75.38,0.5,5,5,4,14,Champions
C01363,66,8,3192.65,1288.91,296.59000000000003,0.0,3,5,5,13,Loyal High Value
C00126,67,10,2930.13,1162.6599999999999,290.25,0.0,3,5,5,13,Loyal High Value
C00114,67,8,2890.67,1159.08,152.16,0.125,3,5,5,13,Loyal High Value
C03034,57,8,2830.1,1136.6599999999999,284.01,0.0,3,5,5,13,Loyal High Value
C00381,83,7,2653.2200000000003,1064.33,264.62,0.14285714285714285,3,5,5,13,Loyal High Value
C03434,82,8,2614.63,1037.15,242.89999999999998,0.0,3,5,5,13,Loyal High Value
C00874,96,7,2605.34,1047.25,152.44,0.14285714285714285,3,5,5,13,Loyal High Value
C01272,95,7,2545.29,1018.99,140.04,0.0,3,5,5,13,Loyal High Value
C01207,74,6,2401.3,966.55,126.4,0.0,3,5,5,13,Loyal High Value
C00505,100,7,2388.1,947.01,221.84,0.0,3,5,5,13,Loyal High Value
C01468,97,8,2376.67,943.2,220.79,0.0,3,5,5,13,Loyal High Value
C01864,96,6,2302.05,921.88,133.74,0.0,3,5,5,13,Loyal High Value
C02616,73,5,2254.3900000000003,909.86,209.42000000000002,0.0,3,5,5,13,Loyal High Value
C00067,68,4,2207.75,898.25,124.75999999999999,0.0,3,5,5,13,Loyal High Value
C03311,95,7,2194.95,871.89,203.89000000000001,0.0,3,5,5,13,Loyal High Value
C00368,86,7,2127.66,843.62,111.98,0.0,3,5,5,13,Loyal High Value
C01156,64,8,2107.01,829.95,200.41,0.0,3,5,5,13,Loyal High Value
C01217,92,6,2082.99,832.86,115.03,0.0,3,5,5,13,Loyal High Value
C02348,56,6,2082.43,835.62,193.46,0.0,3,5,5,13,Loyal High Value
C00600,65,6,1947.9099999999999,779.13,188.82,0.0,3,5,5,13,Loyal High Value
C03081,99,5,1865.67,746.5799999999999,103.79,0.0,3,5,5,13,Loyal High Value
C02429,92,6,1835.15,728.76,105.87,0.0,3,5,5,13,Loyal High Value
C02341,69,6,1747.19,688.83,169.53,0.0,3,5,5,13,Loyal High Value
C00156,63,6,1714.04,680.9100000000001,165.41,0.0,3,5,5,13,Loyal High Value
C00143,66,5,1661.09,663.65,97.80000000000001,0.4,3,5,5,13,Loyal High Value
C03303,81,5,1622.21,641.3299999999999,93.74000000000001,0.0,3,5,5,13,Loyal High Value
C03447,69,5,1604.1399999999999,639.73,84.42,0.2,3,5,5,13,Loyal High Value
C03074,95,5,1596.6,639.56,148.32,0.0,3,5,5,13,Loyal High Value
C01273,97,5,1580.85,623.97,146.86,0.0,3,5,5,13,Loyal High Value
C03291,68,4,1572.0,628.23,91.1,0.0,3,5,5,13,Loyal High Value
C01912,71,5,1567.88,624.5,145.65,0.0,3,5,5,13,Loyal High Value
C02556,82,6,1563.46,617.65,150.78,0.0,3,5,5,13,Loyal High Value
C01848,63,4,1522.69,610.53,141.45,0.0,3,5,5,13,Loyal High Value
C03226,65,4,1481.09,599.05,137.59,0.0,3,5,5,13,Loyal High Value
C01308,66,5,1474.08,588.11,77.59,0.0,3,5,5,13,Loyal High Value
C02614,75,4,1442.44,576.83,139.53,0.0,3,5,5,13,Loyal High Value
C02664,76,4,1398.05,564.19,87.82,0.0,3,5,5,13,Loyal High Value
C02568,62,4,1373.6100000000001,550.92,134.26,0.0,3,5,5,13,Loyal High Value
C03494,55,5,1319.44,523.1700000000001,132.79,0.0,3,5,5,13,Loyal High Value
C03048,98,5,1287.19,509.62,119.58000000000001,0.0,3,5,5,13,Loyal High Value
C02487,101,4,1256.0900000000001,495.56,124.64,0.0,3,5,5,13,Loyal High Value
C02861,94,4,1239.8,494.71000000000004,65.25,0.0,3,5,5,13,Loyal High Value
C03600,62,5,1235.76,401.52,160.57999999999998,0.0,3,5,5,13,Loyal High Value
C02319,68,4,1203.96,476.65999999999997,63.37,0.0,3,5,5,13,Loyal High Value
C02072,76,4,1176.54,465.16,109.28999999999999,0.0,3,5,5,13,Loyal High Value
C00944,76,4,1132.55,443.68,105.22,0.0,3,5,5,13,Loyal High Value
C00159,92,5,1131.9,362.16,104.8,0.0,3,5,5,13,Loyal High Value
C01739,98,4,1131.38,452.17,111.68,0.25,3,5,5,13,Loyal High Value
C00102,101,5,1125.7,435.79,104.58,0.2,3,5,5,13,Loyal High Value
C00026,72,4,1114.77,358.16999999999996,99.76,0.0,3,5,5,13,Loyal High Value
C01873,43,3,1111.73,445.92999999999995,103.28,0.0,4,4,5,13,Champions
C01651,33,3,1110.24,442.28999999999996,58.44,0.3333333333333333,4,4,5,13,Champions
C02811,79,3,1100.08,438.03,69.6,0.0,3,5,5,13,Loyal High Value
C02907,83,3,1097.47,445.93,62.849999999999994,0.0,3,5,5,13,Loyal High Value
C02361,53,3,1079.34,432.32000000000005,100.25999999999999,0.0,4,4,5,13,Champions
C01255,35,3,1071.07,428.84999999999997,99.5,0.0,4,4,5,13,Champions
C00715,56,4,1057.75,415.25,61.79,0.0,3,5,5,13,Loyal High Value
C03099,68,4,1051.56,415.65,97.69,0.0,3,5,5,13,Loyal High Value
C00552,98,4,1050.3,415.12,97.56,0.25,3,5,5,13,Loyal High Value
C00353,11,2,1041.91,424.61,96.78999999999999,0.0,5,3,5,13,Core Customers
C01413,13,2,1040.4099999999999,420.97,107.82,0.0,5,3,5,13,Core Customers
C00147,72,4,1013.25,396.56,94.13,0.0,3,5,5,13,Loyal High Value
C01564,80,6,989.63,245.0,224.64000000000001,0.16666666666666666,3,5,5,13,Loyal High Value
C02084,65,4,975.5699999999999,377.72999999999996,99.15,0.0,3,5,5,13,Loyal High Value
C03585,34,2,975.37,393.65,51.33,0.5,4,4,5,13,Champions
C02691,33,2,974.57,396.32,90.53,0.0,4,4,5,13,Champions
C02144,35,3,965.7399999999999,256.06,170.43,0.3333333333333333,4,4,5,13,Champions
C01519,41,3,954.11,379.72,88.63,0.0,4,4,5,13,Champions
C03173,78,5,946.6800000000001,243.54000000000002,172.44,0.0,3,5,5,13,Loyal High Value
C02773,70,3,936.52,372.33000000000004,49.28,0.0,3,5,5,13,Loyal High Value
C01028,26,3,931.33,370.16,49.02,0.0,4,4,5,13,Champions
C02030,46,3,924.4300000000001,299.54,125.32000000000001,0.0,4,4,5,13,Champions
C02649,56,4,905.1600000000001,290.81,117.62,0.25,3,5,5,13,Loyal High Value
C01225,49,3,904.94,292.74,117.59,0.0,4,4,5,13,Champions
C01714,40,3,901.12,354.47,93.42999999999999,0.0,4,4,5,13,Champions
C02236,62,4,869.8,275.42,75.63,0.0,3,5,5,13,Loyal High Value
C01101,73,5,866.98,220.43,206.0,0.0,3,5,5,13,Loyal High Value
C02101,67,4,858.4,277.44,119.9,0.25,3,5,5,13,Loyal High Value
C01179,22,2,842.3399999999999,337.78,44.33,0.0,5,3,5,13,Core Customers
C01393,15,2,836.57,335.36,44.03,0.0,5,3,5,13,Core Customers
C03025,56,3,823.71,327.96000000000004,76.52000000000001,0.3333333333333333,3,5,5,13,Loyal High Value
C01460,16,2,822.61,329.49,76.41999999999999,0.0,5,3,5,13,Core Customers
C00231,53,3,818.78,325.89000000000004,80.51,0.0,4,4,5,13,Champions
C02162,44,3,813.8,263.82,105.75,0.3333333333333333,4,4,5,13,Champions
C01202,42,3,799.02,258.65999999999997,103.82,0.3333333333333333,4,4,5,13,Champions
C00511,11,2,798.71,263.54999999999995,88.74000000000001,0.0,5,3,5,13,Core Customers
C02462,48,2,792.55,316.87,41.71,0.0,4,4,5,13,Champions
C01686,19,2,783.0,217.08,177.74,0.0,5,3,5,13,Core Customers
C01743,70,6,782.78,182.01,177.68,0.16666666666666666,3,5,5,13,Loyal High Value
C00059,19,2,781.54,315.24,41.13,0.0,5,3,5,13,Core Customers
C02151,50,3,778.87,207.87,176.8,0.6666666666666666,4,4,5,13,Champions
C02127,14,2,769.51,310.19,71.49,1.0,5,4,4,13,Champions
C01152,39,4,766.06,196.16,135.18,0.25,4,5,4,13,Champions
C00421,2,3,765.17,300.37,40.27,0.0,5,4,4,13,Champions
